01/22 11:16:30 PM | multilayer_inter2_capsnet_cifar10_model best accuracy=78.550 saved at: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter2_capsnet_cifar10_model_Epoch11_of_30.pt
01/23 02:03:23 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(96/1563), Loss=0.0177, Top 1 Acc=99.10, Top 5 Acc=99.81
01/23 02:03:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(128/1563), Loss=0.0168, Top 1 Acc=99.20, Top 5 Acc=99.83
01/23 02:03:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(160/1563), Loss=0.0170, Top 1 Acc=99.13, Top 5 Acc=99.79
01/23 02:04:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(192/1563), Loss=0.0166, Top 1 Acc=99.16, Top 5 Acc=99.82
01/23 02:04:26 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(224/1563), Loss=0.0164, Top 1 Acc=99.18, Top 5 Acc=99.85
01/23 02:04:42 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(256/1563), Loss=0.0161, Top 1 Acc=99.23, Top 5 Acc=99.85
01/23 02:04:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(288/1563), Loss=0.0158, Top 1 Acc=99.25, Top 5 Acc=99.87
01/23 02:05:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(320/1563), Loss=0.0160, Top 1 Acc=99.24, Top 5 Acc=99.88
01/23 02:05:29 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(352/1563), Loss=0.0161, Top 1 Acc=99.26, Top 5 Acc=99.88
01/23 02:05:45 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(384/1563), Loss=0.0162, Top 1 Acc=99.24, Top 5 Acc=99.88
01/23 02:06:00 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(416/1563), Loss=0.0162, Top 1 Acc=99.24, Top 5 Acc=99.87
01/23 02:06:16 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(448/1563), Loss=0.0166, Top 1 Acc=99.23, Top 5 Acc=99.87
01/23 02:06:32 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(480/1563), Loss=0.0167, Top 1 Acc=99.23, Top 5 Acc=99.85
01/23 02:06:48 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(512/1563), Loss=0.0167, Top 1 Acc=99.21, Top 5 Acc=99.85
01/23 02:07:03 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(544/1563), Loss=0.0168, Top 1 Acc=99.21, Top 5 Acc=99.86
01/23 02:07:19 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(576/1563), Loss=0.0170, Top 1 Acc=99.19, Top 5 Acc=99.86
01/23 02:07:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(608/1563), Loss=0.0172, Top 1 Acc=99.15, Top 5 Acc=99.87
01/23 02:07:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(640/1563), Loss=0.0174, Top 1 Acc=99.13, Top 5 Acc=99.87
01/23 02:08:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(672/1563), Loss=0.0174, Top 1 Acc=99.14, Top 5 Acc=99.87
01/23 02:08:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(704/1563), Loss=0.0174, Top 1 Acc=99.15, Top 5 Acc=99.87
01/23 02:08:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(736/1563), Loss=0.0174, Top 1 Acc=99.16, Top 5 Acc=99.87
01/23 02:08:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(768/1563), Loss=0.0173, Top 1 Acc=99.17, Top 5 Acc=99.87
01/23 02:09:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(800/1563), Loss=0.0175, Top 1 Acc=99.15, Top 5 Acc=99.88
01/23 02:09:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(832/1563), Loss=0.0175, Top 1 Acc=99.15, Top 5 Acc=99.88
01/23 02:09:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(864/1563), Loss=0.0176, Top 1 Acc=99.14, Top 5 Acc=99.88
01/23 02:09:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(896/1563), Loss=0.0177, Top 1 Acc=99.14, Top 5 Acc=99.89
01/23 02:10:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(928/1563), Loss=0.0176, Top 1 Acc=99.15, Top 5 Acc=99.89
01/23 02:10:29 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(960/1563), Loss=0.0176, Top 1 Acc=99.13, Top 5 Acc=99.88
01/23 02:10:44 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(992/1563), Loss=0.0178, Top 1 Acc=99.12, Top 5 Acc=99.88
01/23 02:11:00 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1024/1563), Loss=0.0179, Top 1 Acc=99.11, Top 5 Acc=99.88
01/23 02:11:16 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1056/1563), Loss=0.0181, Top 1 Acc=99.08, Top 5 Acc=99.88
01/23 02:11:32 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1088/1563), Loss=0.0181, Top 1 Acc=99.08, Top 5 Acc=99.89
01/23 02:11:48 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1120/1563), Loss=0.0182, Top 1 Acc=99.08, Top 5 Acc=99.89
01/23 02:12:03 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1152/1563), Loss=0.0182, Top 1 Acc=99.09, Top 5 Acc=99.89
01/23 02:12:19 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1184/1563), Loss=0.0184, Top 1 Acc=99.08, Top 5 Acc=99.89
01/23 02:12:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1216/1563), Loss=0.0184, Top 1 Acc=99.07, Top 5 Acc=99.89
01/23 02:12:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1248/1563), Loss=0.0184, Top 1 Acc=99.08, Top 5 Acc=99.89
01/23 02:13:06 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1280/1563), Loss=0.0184, Top 1 Acc=99.08, Top 5 Acc=99.90
01/23 02:13:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1312/1563), Loss=0.0184, Top 1 Acc=99.07, Top 5 Acc=99.90
01/23 02:13:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1344/1563), Loss=0.0186, Top 1 Acc=99.05, Top 5 Acc=99.89
01/23 02:13:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1376/1563), Loss=0.0187, Top 1 Acc=99.05, Top 5 Acc=99.90
01/23 02:14:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1408/1563), Loss=0.0187, Top 1 Acc=99.04, Top 5 Acc=99.90
01/23 02:14:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1440/1563), Loss=0.0188, Top 1 Acc=99.04, Top 5 Acc=99.90
01/23 02:14:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1472/1563), Loss=0.0189, Top 1 Acc=99.03, Top 5 Acc=99.90
01/23 02:14:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1504/1563), Loss=0.0191, Top 1 Acc=99.01, Top 5 Acc=99.89
01/23 02:15:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(1536/1563), Loss=0.0192, Top 1 Acc=99.01, Top 5 Acc=99.90
01/23 02:16:05 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.1932, Top 1 Acc=77.810, Top 5 Acc=97.860
01/23 02:16:05 AM | Epoch 13 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch13_of_15.pt
01/23 02:16:06 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(0/1563), Loss=0.0177, Top 1 Acc=100.00, Top 5 Acc=100.00
01/23 02:16:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(32/1563), Loss=0.0184, Top 1 Acc=99.24, Top 5 Acc=99.91
01/23 02:16:37 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(64/1563), Loss=0.0165, Top 1 Acc=99.09, Top 5 Acc=99.95
01/23 02:16:53 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(96/1563), Loss=0.0151, Top 1 Acc=99.26, Top 5 Acc=99.90
01/23 02:17:09 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(128/1563), Loss=0.0147, Top 1 Acc=99.35, Top 5 Acc=99.93
01/23 02:17:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(160/1563), Loss=0.0149, Top 1 Acc=99.34, Top 5 Acc=99.94
01/23 02:17:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(192/1563), Loss=0.0143, Top 1 Acc=99.43, Top 5 Acc=99.95
01/23 02:17:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(224/1563), Loss=0.0140, Top 1 Acc=99.44, Top 5 Acc=99.96
01/23 02:18:12 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(256/1563), Loss=0.0140, Top 1 Acc=99.43, Top 5 Acc=99.94
01/23 02:18:28 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(288/1563), Loss=0.0140, Top 1 Acc=99.42, Top 5 Acc=99.95
01/23 02:18:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(320/1563), Loss=0.0140, Top 1 Acc=99.45, Top 5 Acc=99.95
01/23 02:18:59 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(352/1563), Loss=0.0142, Top 1 Acc=99.42, Top 5 Acc=99.96
01/23 02:19:15 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(384/1563), Loss=0.0141, Top 1 Acc=99.42, Top 5 Acc=99.95
01/23 02:19:31 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(416/1563), Loss=0.0142, Top 1 Acc=99.42, Top 5 Acc=99.96
01/23 02:19:47 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(448/1563), Loss=0.0142, Top 1 Acc=99.42, Top 5 Acc=99.96
01/23 02:20:02 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(480/1563), Loss=0.0142, Top 1 Acc=99.40, Top 5 Acc=99.95
01/23 02:20:18 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(512/1563), Loss=0.0146, Top 1 Acc=99.36, Top 5 Acc=99.94
01/23 02:20:34 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(544/1563), Loss=0.0148, Top 1 Acc=99.34, Top 5 Acc=99.93
01/23 02:20:50 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(576/1563), Loss=0.0149, Top 1 Acc=99.32, Top 5 Acc=99.92
01/23 02:21:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(608/1563), Loss=0.0151, Top 1 Acc=99.30, Top 5 Acc=99.92
01/23 02:21:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(640/1563), Loss=0.0152, Top 1 Acc=99.29, Top 5 Acc=99.91
01/23 02:21:37 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(672/1563), Loss=0.0152, Top 1 Acc=99.30, Top 5 Acc=99.92
01/23 02:21:53 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(704/1563), Loss=0.0152, Top 1 Acc=99.32, Top 5 Acc=99.92
01/23 02:22:08 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(736/1563), Loss=0.0153, Top 1 Acc=99.30, Top 5 Acc=99.92
01/23 02:22:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(768/1563), Loss=0.0153, Top 1 Acc=99.29, Top 5 Acc=99.92
01/23 02:22:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(800/1563), Loss=0.0153, Top 1 Acc=99.29, Top 5 Acc=99.93
01/23 02:22:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(832/1563), Loss=0.0152, Top 1 Acc=99.28, Top 5 Acc=99.92
01/23 02:23:12 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(864/1563), Loss=0.0152, Top 1 Acc=99.29, Top 5 Acc=99.92
01/23 02:23:28 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(896/1563), Loss=0.0151, Top 1 Acc=99.29, Top 5 Acc=99.92
01/23 02:23:44 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(928/1563), Loss=0.0153, Top 1 Acc=99.27, Top 5 Acc=99.91
01/23 02:23:59 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(960/1563), Loss=0.0154, Top 1 Acc=99.28, Top 5 Acc=99.91
01/23 02:24:15 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(992/1563), Loss=0.0155, Top 1 Acc=99.28, Top 5 Acc=99.91
01/23 02:24:31 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1024/1563), Loss=0.0156, Top 1 Acc=99.27, Top 5 Acc=99.91
01/23 02:24:47 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1056/1563), Loss=0.0157, Top 1 Acc=99.26, Top 5 Acc=99.91
01/23 02:25:02 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1088/1563), Loss=0.0158, Top 1 Acc=99.27, Top 5 Acc=99.92
01/23 02:25:18 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1120/1563), Loss=0.0157, Top 1 Acc=99.27, Top 5 Acc=99.92
01/23 02:25:34 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1152/1563), Loss=0.0159, Top 1 Acc=99.26, Top 5 Acc=99.91
01/23 02:25:50 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1184/1563), Loss=0.0160, Top 1 Acc=99.24, Top 5 Acc=99.91
01/23 02:26:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1216/1563), Loss=0.0161, Top 1 Acc=99.23, Top 5 Acc=99.90
01/23 02:26:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1248/1563), Loss=0.0162, Top 1 Acc=99.23, Top 5 Acc=99.91
01/23 02:26:37 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1280/1563), Loss=0.0163, Top 1 Acc=99.23, Top 5 Acc=99.91
01/23 02:26:53 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1312/1563), Loss=0.0165, Top 1 Acc=99.21, Top 5 Acc=99.91
01/23 02:27:09 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1344/1563), Loss=0.0167, Top 1 Acc=99.18, Top 5 Acc=99.91
01/23 02:27:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1376/1563), Loss=0.0168, Top 1 Acc=99.16, Top 5 Acc=99.91
01/23 02:27:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1408/1563), Loss=0.0169, Top 1 Acc=99.15, Top 5 Acc=99.91
01/23 02:27:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1440/1563), Loss=0.0170, Top 1 Acc=99.15, Top 5 Acc=99.91
01/23 02:28:12 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1472/1563), Loss=0.0171, Top 1 Acc=99.15, Top 5 Acc=99.91
01/23 02:28:27 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1504/1563), Loss=0.0172, Top 1 Acc=99.15, Top 5 Acc=99.91
01/23 02:28:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=14, Iteration=(1536/1563), Loss=0.0174, Top 1 Acc=99.14, Top 5 Acc=99.91
01/23 02:29:35 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.2005, Top 1 Acc=77.230, Top 5 Acc=97.550
01/23 02:29:35 AM | Epoch 14 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch14_of_15.pt
01/23 02:29:36 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(0/1563), Loss=0.0106, Top 1 Acc=100.00, Top 5 Acc=100.00
01/23 02:29:52 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(32/1563), Loss=0.0141, Top 1 Acc=99.24, Top 5 Acc=100.00
01/23 02:30:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(64/1563), Loss=0.0143, Top 1 Acc=99.28, Top 5 Acc=99.90
01/23 02:30:23 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(96/1563), Loss=0.0133, Top 1 Acc=99.42, Top 5 Acc=99.94
01/23 02:30:39 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(128/1563), Loss=0.0128, Top 1 Acc=99.44, Top 5 Acc=99.90
01/23 02:30:55 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(160/1563), Loss=0.0128, Top 1 Acc=99.46, Top 5 Acc=99.88
01/23 02:31:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(192/1563), Loss=0.0135, Top 1 Acc=99.35, Top 5 Acc=99.87
01/23 02:31:26 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(224/1563), Loss=0.0137, Top 1 Acc=99.32, Top 5 Acc=99.88
01/23 02:31:42 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(256/1563), Loss=0.0140, Top 1 Acc=99.32, Top 5 Acc=99.87
01/23 02:31:58 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(288/1563), Loss=0.0137, Top 1 Acc=99.33, Top 5 Acc=99.85
01/23 02:32:14 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(320/1563), Loss=0.0137, Top 1 Acc=99.33, Top 5 Acc=99.85
01/23 02:32:29 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(352/1563), Loss=0.0138, Top 1 Acc=99.34, Top 5 Acc=99.87
01/23 02:32:45 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(384/1563), Loss=0.0137, Top 1 Acc=99.33, Top 5 Acc=99.88
01/23 02:33:01 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(416/1563), Loss=0.0138, Top 1 Acc=99.33, Top 5 Acc=99.88
01/23 02:33:17 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(448/1563), Loss=0.0138, Top 1 Acc=99.32, Top 5 Acc=99.89
01/23 02:33:32 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(480/1563), Loss=0.0138, Top 1 Acc=99.32, Top 5 Acc=99.88
01/23 02:33:48 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(512/1563), Loss=0.0138, Top 1 Acc=99.33, Top 5 Acc=99.89
01/23 02:34:04 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(544/1563), Loss=0.0138, Top 1 Acc=99.33, Top 5 Acc=99.90
01/23 02:34:20 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(576/1563), Loss=0.0139, Top 1 Acc=99.33, Top 5 Acc=99.90
01/23 02:34:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(608/1563), Loss=0.0139, Top 1 Acc=99.34, Top 5 Acc=99.91
01/23 02:34:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(640/1563), Loss=0.0140, Top 1 Acc=99.34, Top 5 Acc=99.91
01/23 02:35:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(672/1563), Loss=0.0140, Top 1 Acc=99.33, Top 5 Acc=99.91
01/23 02:35:23 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(704/1563), Loss=0.0142, Top 1 Acc=99.32, Top 5 Acc=99.90
01/23 02:35:39 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(736/1563), Loss=0.0144, Top 1 Acc=99.32, Top 5 Acc=99.90
01/23 02:35:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(768/1563), Loss=0.0144, Top 1 Acc=99.32, Top 5 Acc=99.90
01/23 02:36:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(800/1563), Loss=0.0147, Top 1 Acc=99.31, Top 5 Acc=99.90
01/23 02:36:26 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(832/1563), Loss=0.0146, Top 1 Acc=99.31, Top 5 Acc=99.89
01/23 02:36:42 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(864/1563), Loss=0.0147, Top 1 Acc=99.31, Top 5 Acc=99.90
01/23 02:36:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(896/1563), Loss=0.0146, Top 1 Acc=99.31, Top 5 Acc=99.90
01/23 02:37:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(928/1563), Loss=0.0145, Top 1 Acc=99.32, Top 5 Acc=99.91
01/23 02:37:29 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(960/1563), Loss=0.0146, Top 1 Acc=99.33, Top 5 Acc=99.91
01/23 02:37:45 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(992/1563), Loss=0.0146, Top 1 Acc=99.33, Top 5 Acc=99.91
01/23 02:38:00 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1024/1563), Loss=0.0146, Top 1 Acc=99.33, Top 5 Acc=99.91
01/23 02:38:16 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1056/1563), Loss=0.0147, Top 1 Acc=99.32, Top 5 Acc=99.91
01/23 02:38:32 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1088/1563), Loss=0.0148, Top 1 Acc=99.32, Top 5 Acc=99.91
01/23 02:38:48 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1120/1563), Loss=0.0148, Top 1 Acc=99.32, Top 5 Acc=99.91
01/23 02:39:04 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1152/1563), Loss=0.0148, Top 1 Acc=99.32, Top 5 Acc=99.91
01/23 02:39:20 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1184/1563), Loss=0.0148, Top 1 Acc=99.31, Top 5 Acc=99.92
01/23 02:39:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1216/1563), Loss=0.0148, Top 1 Acc=99.30, Top 5 Acc=99.92
01/23 02:39:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1248/1563), Loss=0.0148, Top 1 Acc=99.31, Top 5 Acc=99.92
01/23 02:40:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1280/1563), Loss=0.0148, Top 1 Acc=99.31, Top 5 Acc=99.92
01/23 02:40:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1312/1563), Loss=0.0148, Top 1 Acc=99.30, Top 5 Acc=99.92
01/23 02:40:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1344/1563), Loss=0.0149, Top 1 Acc=99.30, Top 5 Acc=99.93
01/23 02:40:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1376/1563), Loss=0.0148, Top 1 Acc=99.30, Top 5 Acc=99.93
01/23 02:41:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1408/1563), Loss=0.0149, Top 1 Acc=99.29, Top 5 Acc=99.93
01/23 02:41:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1440/1563), Loss=0.0148, Top 1 Acc=99.29, Top 5 Acc=99.93
01/23 02:41:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1472/1563), Loss=0.0149, Top 1 Acc=99.29, Top 5 Acc=99.93
01/23 02:41:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1504/1563), Loss=0.0150, Top 1 Acc=99.29, Top 5 Acc=99.92
01/23 02:42:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=15, Iteration=(1536/1563), Loss=0.0150, Top 1 Acc=99.29, Top 5 Acc=99.92
01/23 02:43:05 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.2006, Top 1 Acc=77.090, Top 5 Acc=97.870
01/23 02:43:05 AM | Epoch 15 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch15_of_15.pt
01/23 02:43:05 AM | multilayer_inter3_capsnet_cifar10_model best accuracy=78.240 saved at: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch7_of_15.pt
